row,column,value_path_gain_linear,is_inside,is_valid
0,0,1.0606869409457431e-06,True,True
0,1,1.0665477248039679e-06,True,True
0,2,1.0178246157011017e-06,True,True
0,3,9.250009043171303e-07,True,True
0,4,1.0646663213265128e-06,True,True
0,5,9.440142889616254e-07,True,True
0,6,9.224262385032489e-07,True,True
0,7,1.059756300492154e-06,True,True
0,8,7.925571026135003e-07,True,True
0,9,8.066837722253695e-07,True,True
0,10,9.9499436601036e-07,True,True
0,11,9.227734381056507e-07,True,True
0,12,9.859195415629074e-07,True,True
0,13,1.1728149047485203e-06,True,True
0,14,1.0520809610170545e-06,True,True
1,0,9.831184115682845e-07,True,True
1,1,1.035073296407063e-06,True,True
1,2,9.0640293137767e-07,True,True
1,3,7.863494033699681e-07,True,True
1,4,8.860181992531579e-07,True,True
1,5,8.34988043152407e-07,True,True
1,6,9.083584018299007e-07,True,True
1,7,1.0627776418914436e-06,True,True
1,8,1.011120957628009e-06,True,True
1,9,8.809049631963717e-07,True,True
1,10,8.206941402022494e-07,True,True
1,11,8.272739364656445e-07,True,True
1,12,9.873317594610853e-07,True,True
1,13,8.552867711841827e-07,True,True
1,14,1.1677714155666763e-06,True,True
2,0,1.0856804237846518e-06,True,True
2,1,1.0454141374793835e-06,True,True
2,2,8.917831451071834e-07,True,True
2,3,8.138109137689753e-07,True,True
2,4,9.560676517139655e-07,True,True
2,5,9.341678151031374e-07,True,True
2,6,1.139656546911283e-06,True,True
2,7,1.4885284826959833e-06,True,True
2,8,1.4173554063745541e-06,True,True
2,9,1.3164662959752604e-06,True,True
2,10,9.7870315585169e-07,True,True
2,11,8.028163165363367e-07,True,True
2,12,8.373208402190357e-07,True,True
2,13,1.0365865819039755e-06,True,True
2,14,9.364686093249475e-07,True,True
3,0,1.0694739103200845e-06,True,True
3,1,8.165989697772602e-07,True,True
3,2,7.827949843886017e-07,True,True
3,3,9.46231580201129e-07,True,True
3,4,1.067185166903073e-06,True,True
3,5,1.3147950994607527e-06,True,True
3,6,1.919897840707563e-06,True,True
3,7,2.6278476070729084e-06,True,True
3,8,2.6215923298877897e-06,True,True
3,9,1.982861704163952e-06,True,True
3,10,1.3541794032789767e-06,True,True
3,11,1.0451066145833465e-06,True,True
3,12,7.942197157717601e-07,True,True
3,13,8.767325994085695e-07,True,True
3,14,9.26561483538535e-07,True,True
4,0,9.042943247550284e-07,True,True
4,1,8.965129154603346e-07,True,True
4,2,8.140845011439524e-07,True,True
4,3,7.913588433439145e-07,True,True
4,4,1.1962505368501297e-06,True,True
4,5,1.8851013692255947e-06,True,True
4,6,3.37863252752868e-06,True,True
4,7,4.666619588533649e-06,True,True
4,8,4.7831090341787785e-06,True,True
4,9,3.338358737892122e-06,True,True
4,10,1.8152703660234693e-06,True,True
4,11,1.128996927945991e-06,True,True
4,12,9.438074357603909e-07,True,True
4,13,8.32970670217037e-07,True,True
4,14,9.187957630274468e-07,True,True
5,0,1.101700718209031e-06,True,True
5,1,8.424865427514305e-07,True,True
5,2,9.152152529168234e-07,True,True
5,3,8.615130582256825e-07,True,True
5,4,1.2864404652646044e-06,True,True
5,5,2.2652554889646126e-06,True,True
5,6,4.349476967036026e-06,True,True
5,7,6.90758679411374e-06,True,True
5,8,0.008371127769351006,True,True
5,9,4.686115516960854e-06,True,True
5,10,2.3354514269158244e-06,True,True
5,11,1.2103856761314091e-06,True,True
5,12,9.77619720288203e-07,True,True
5,13,9.089916375160101e-07,True,True
5,14,9.358552119920205e-07,True,True
6,0,1.1124042202936835e-06,True,True
6,1,8.257418357970892e-07,True,True
6,2,1.008030267257709e-06,True,True
6,3,8.507566917614895e-07,True,True
6,4,1.1770322316806414e-06,True,True
6,5,2.103708538925275e-06,True,True
6,6,4.193446784483967e-06,True,True
