scene_x,scene_y,scene_z,x_m,y_m,z_m,value_path_gain_linear,is_inside,is_valid
5.734676376635215,0.6652263711251353,-0.8741222898145826,-14.314044952392578,-9.918306350708008,1.5,1.0606869409457431e-06,True,True
5.280412150065003,0.5815780142206189,-0.4198917838551868,-13.314044952392578,-9.918306350708008,1.5,1.0665477248039679e-06,True,True
4.826147923494793,0.4979296573161024,0.034338722104210184,-12.314044952392578,-9.918306350708008,1.5,1.0178246157011017e-06,True,True
4.371883696924583,0.41428130041158595,0.48856922806360625,-11.314044952392578,-9.918306350708008,1.5,9.250009043171303e-07,True,True
3.9176194703543716,0.3306329435070695,0.9427997340230032,-10.314044952392578,-9.918306350708008,1.5,1.0646663213265128e-06,True,True
3.4633552437841617,0.24698458660255296,1.3970302399823993,-9.314044952392578,-9.918306350708008,1.5,9.440142889616254e-07,True,True
3.00909101721395,0.16333622969803652,1.8512607459417962,-8.314044952392578,-9.918306350708008,1.5,9.224262385032489e-07,True,True
2.55482679064374,0.07968787279351996,2.3054912519011928,-7.314044952392578,-9.918306350708008,1.5,1.059756300492154e-06,True,True
2.1005625640735293,-0.003960484110996476,2.7597217578605893,-6.314044952392578,-9.918306350708008,1.5,7.925571026135003e-07,True,True
1.6462983375033184,-0.08760884101551297,3.213952263819986,-5.314044952392578,-9.918306350708008,1.5,8.066837722253695e-07,True,True
1.1920341109331076,-0.1712571979200294,3.668182769779383,-4.314044952392578,-9.918306350708008,1.5,9.9499436601036e-07,True,True
0.7377698843628977,-0.25490555482454597,4.122413275738779,-3.314044952392578,-9.918306350708008,1.5,9.227734381056507e-07,True,True
0.2835056577926869,-0.3385539117290625,4.576643781698176,-2.314044952392578,-9.918306350708008,1.5,9.859195415629074e-07,True,True
-0.17075856877752393,-0.42220226863357896,5.030874287657572,-1.3140449523925781,-9.918306350708008,1.5,1.1728149047485203e-06,True,True
-0.6250227953477347,-0.5058506255380955,5.485104793616969,-0.3140449523925781,-9.918306350708008,1.5,1.0520809610170545e-06,True,True
5.2769704217389775,0.6614137285140317,-1.3325643366506361,-14.314044952392578,-8.918306350708008,1.5,9.831184115682845e-07,True,True
4.822706195168766,0.5777653716095154,-0.87833383069124,-13.314044952392578,-8.918306350708008,1.5,1.035073296407063e-06,True,True
4.368441968598556,0.4941170147049988,-0.4241033247318431,-12.314044952392578,-8.918306350708008,1.5,9.0640293137767e-07,True,True
3.914177742028346,0.41046865780048225,0.03012718122755298,-11.314044952392578,-8.918306350708008,1.5,7.863494033699681e-07,True,True
3.459913515458134,0.3268203008959658,0.4843576871869498,-10.314044952392578,-8.918306350708008,1.5,8.860181992531579e-07,True,True
3.0056492888879243,0.24317194399144926,0.938588193146346,-9.314044952392578,-8.918306350708008,1.5,8.34988043152407e-07,True,True
2.5513850623177134,0.15952358708693282,1.392818699105743,-8.314044952392578,-8.918306350708008,1.5,9.083584018299007e-07,True,True
2.0971208357475026,0.07587523018241626,1.8470492050651393,-7.314044952392578,-8.918306350708008,1.5,1.0627776418914436e-06,True,True
1.6428566091772918,-0.0077731267221001765,2.301279711024536,-6.314044952392578,-8.918306350708008,1.5,1.011120957628009e-06,True,True
1.1885923826070819,-0.09142148362661667,2.7555102169839323,-5.314044952392578,-8.918306350708008,1.5,8.809049631963717e-07,True,True
0.7343281560368711,-0.17506984053113323,3.2097407229433292,-4.314044952392578,-8.918306350708008,1.5,8.206941402022494e-07,True,True
0.28006392946666026,-0.25871819743564967,3.663971228902726,-3.314044952392578,-8.918306350708008,1.5,8.272739364656445e-07,True,True
-0.17420029710355056,-0.3423665543401661,4.118201734862122,-2.314044952392578,-8.918306350708008,1.5,9.873317594610853e-07,True,True
-0.6284645236737614,-0.42601491124468266,4.572432240821519,-1.3140449523925781,-8.918306350708008,1.5,8.552867711841827e-07,True,True
-1.0827287502439722,-0.5096632681491993,5.026662746780915,-0.3140449523925781,-8.918306350708008,1.5,1.1677714155666763e-06,True,True
4.81926446684274,0.6576010859029281,-1.7910063834866892,-14.314044952392578,-7.918306350708008,1.5,1.0856804237846518e-06,True,True
4.365000240272528,0.5739527289984118,-1.336775877527293,-13.314044952392578,-7.918306350708008,1.5,1.0454141374793835e-06,True,True
3.9107360137023184,0.4903043720938952,-0.8825453715678966,-12.314044952392578,-7.918306350708008,1.5,8.917831451071834e-07,True,True
3.4564717871321085,0.40665601518937855,-0.4283148656085005,-11.314044952392578,-7.918306350708008,1.5,8.138109137689753e-07,True,True
3.0022075605618967,0.3230076582848621,0.02591564035089644,-10.314044952392578,-7.918306350708008,1.5,9.560676517139655e-07,True,True
2.547943333991687,0.23935930138034556,0.4801461463102925,-9.314044952392578,-7.918306350708008,1.5,9.341678151031374e-07,True,True
