row,column,value_path_gain_linear,is_inside,is_valid
0,0,1.0083441566166584e-06,True,True
0,1,1.0054396852865466e-06,True,True
0,2,8.75840498792968e-07,True,True
0,3,8.332654601872491e-07,True,True
0,4,8.636205848233658e-07,True,True
0,5,7.629825518051803e-07,True,True
0,6,7.56223528242117e-07,True,True
0,7,9.581751783116488e-07,True,True
0,8,7.140797606552951e-07,True,True
0,9,6.661781526418054e-07,True,True
0,10,7.351989665949077e-07,True,True
0,11,5.769473432337691e-07,True,True
0,12,7.38451603865542e-07,True,True
0,13,8.896253689272271e-07,True,True
0,14,8.243335400948126e-07,True,True
1,0,9.215823411068413e-07,True,True
1,1,9.511522875982337e-07,True,True
1,2,8.147844710038044e-07,True,True
1,3,7.253892704284226e-07,True,True
1,4,7.55623204895528e-07,True,True
1,5,7.350846544795786e-07,True,True
1,6,7.704684321652167e-07,True,True
1,7,8.651715575069829e-07,True,True
1,8,8.338362249560305e-07,True,True
1,9,7.794025691509887e-07,True,True
1,10,6.254822437767871e-07,True,True
1,11,5.538731215892767e-07,True,True
1,12,7.547845939370745e-07,True,True
1,13,5.946815804236394e-07,True,True
1,14,8.166907150553016e-07,True,True
2,0,9.520745152258314e-07,True,True
2,1,8.800563477961987e-07,True,True
2,2,7.326268018914561e-07,True,True
2,3,7.283061336238461e-07,True,True
2,4,8.597205578553258e-07,True,True
2,5,8.06810135145497e-07,True,True
2,6,1.0420513945064158e-06,True,True
2,7,1.3718873788093333e-06,True,True
2,8,1.2767220596288098e-06,True,True
2,9,1.1944774769290234e-06,True,True
2,10,7.195343414423405e-07,True,True
2,11,5.663611091222265e-07,True,True
2,12,6.105991019467183e-07,True,True
2,13,7.638566330570029e-07,True,True
2,14,5.777943101747951e-07,True,True
3,0,9.886025509331375e-07,True,True
3,1,7.637083854206139e-07,True,True
3,2,6.990991892052989e-07,True,True
3,3,7.18553224032803e-07,True,True
3,4,8.814212719698844e-07,True,True
3,5,1.1699100923578953e-06,True,True
3,6,1.7734865878082928e-06,True,True
3,7,2.5077206373680383e-06,True,True
3,8,2.4823491457937052e-06,True,True
3,9,1.9026376776309917e-06,True,True
3,10,1.11953431769507e-06,True,True
3,11,7.034561235741421e-07,True,True
3,12,5.188358045415953e-07,True,True
3,13,5.952431365585653e-07,True,True
3,14,5.557131430578011e-07,True,True
4,0,8.579361292504473e-07,True,True
4,1,8.176284040928294e-07,True,True
4,2,7.391816438939713e-07,True,True
4,3,7.364438943113782e-07,True,True
4,4,1.0827156984305475e-06,True,True
4,5,1.700337634247262e-06,True,True
4,6,3.2233726869890234e-06,True,True
4,7,4.529207672021585e-06,True,True
4,8,4.637384336092509e-06,True,True
4,9,3.256657919337158e-06,True,True
4,10,6.222666115718312e-07,True,True
4,11,5.388413910623058e-07,True,True
4,12,6.162565568956779e-07,True,True
4,13,4.6337410708474636e-07,True,True
4,14,5.171373800294532e-07,True,True
5,0,1.0285501730322721e-06,True,True
5,1,7.723368753431714e-07,True,True
5,2,8.438132113042229e-07,True,True
5,3,7.802219101904484e-07,True,True
5,4,1.1810121804955998e-06,True,True
5,5,2.1578998712357134e-06,True,True
5,6,4.214544787828345e-06,True,True
5,7,6.766932983737206e-06,True,True
5,8,0.008370963856577873,True,True
5,9,4.466407062864164e-06,True,True
5,10,3.355382887093583e-07,True,True
5,11,4.6979769763311197e-07,True,True
