scene_x,scene_y,scene_z,x_m,y_m,z_m,value_path_gain_linear,is_inside,is_valid
5.734676376635215,0.6652263711251353,-0.8741222898145826,-14.314044952392578,-9.918306350708008,1.5,1.0083441566166584e-06,True,True
5.280412150065003,0.5815780142206189,-0.4198917838551868,-13.314044952392578,-9.918306350708008,1.5,1.0054396852865466e-06,True,True
4.826147923494793,0.4979296573161024,0.034338722104210184,-12.314044952392578,-9.918306350708008,1.5,8.75840498792968e-07,True,True
4.371883696924583,0.41428130041158595,0.48856922806360625,-11.314044952392578,-9.918306350708008,1.5,8.332654601872491e-07,True,True
3.9176194703543716,0.3306329435070695,0.9427997340230032,-10.314044952392578,-9.918306350708008,1.5,8.636205848233658e-07,True,True
3.4633552437841617,0.24698458660255296,1.3970302399823993,-9.314044952392578,-9.918306350708008,1.5,7.629825518051803e-07,True,True
3.00909101721395,0.16333622969803652,1.8512607459417962,-8.314044952392578,-9.918306350708008,1.5,7.56223528242117e-07,True,True
2.55482679064374,0.07968787279351996,2.3054912519011928,-7.314044952392578,-9.918306350708008,1.5,9.581751783116488e-07,True,True
2.1005625640735293,-0.003960484110996476,2.7597217578605893,-6.314044952392578,-9.918306350708008,1.5,7.140797606552951e-07,True,True
1.6462983375033184,-0.08760884101551297,3.213952263819986,-5.314044952392578,-9.918306350708008,1.5,6.661781526418054e-07,True,True
1.1920341109331076,-0.1712571979200294,3.668182769779383,-4.314044952392578,-9.918306350708008,1.5,7.351989665949077e-07,True,True
0.7377698843628977,-0.25490555482454597,4.122413275738779,-3.314044952392578,-9.918306350708008,1.5,5.769473432337691e-07,True,True
0.2835056577926869,-0.3385539117290625,4.576643781698176,-2.314044952392578,-9.918306350708008,1.5,7.38451603865542e-07,True,True
-0.17075856877752393,-0.42220226863357896,5.030874287657572,-1.3140449523925781,-9.918306350708008,1.5,8.896253689272271e-07,True,True
-0.6250227953477347,-0.5058506255380955,5.485104793616969,-0.3140449523925781,-9.918306350708008,1.5,8.243335400948126e-07,True,True
5.2769704217389775,0.6614137285140317,-1.3325643366506361,-14.314044952392578,-8.918306350708008,1.5,9.215823411068413e-07,True,True
4.822706195168766,0.5777653716095154,-0.87833383069124,-13.314044952392578,-8.918306350708008,1.5,9.511522875982337e-07,True,True
4.368441968598556,0.4941170147049988,-0.4241033247318431,-12.314044952392578,-8.918306350708008,1.5,8.147844710038044e-07,True,True
3.914177742028346,0.41046865780048225,0.03012718122755298,-11.314044952392578,-8.918306350708008,1.5,7.253892704284226e-07,True,True
3.459913515458134,0.3268203008959658,0.4843576871869498,-10.314044952392578,-8.918306350708008,1.5,7.55623204895528e-07,True,True
